# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  131       5.024594415209e-10       1.483619577785e-13      -5.561625777404e-12       7.595059881349e-16       4.938039005098e-12       7.963517135535e-13      -5.193990793573e-15 
  132       5.071194261799e-10       1.489280557709e-13      -5.617976039004e-12       7.717365666550e-16       4.834362097452e-12       7.834493254622e-13      -5.121616091648e-15 
  133       5.117778189613e-10       1.494294829857e-13      -5.672128538440e-12       7.840887344868e-16       4.733454716398e-12       7.708092499103e-13      -5.049595336473e-15 
  134       5.164335858278e-10       1.498658298884e-13      -5.724018367426e-12       7.965632908778e-16       4.635289588854e-12       7.584337337379e-13      -4.977986049811e-15 
  135       5.210856287365e-10       1.502367584591e-13      -5.773581315885e-12       8.091610405445e-16       4.539826065515e-12       7.463237914573e-13      -4.906843496700e-15 
  136       5.257327840603e-10       1.505420038952e-13      -5.820753909508e-12       8.218827935927e-16       4.447009778072e-12       7.344791708402e-13      -4.836220589423e-15 
  137       5.303738210092e-10       1.507813763144e-13      -5.865473447318e-12       8.347293654376e-16       4.356772296435e-12       7.228983185062e-13      -4.766167791490e-15 
  138       5.350074400520e-10       1.509547624573e-13      -5.907678039234e-12       8.477015767247e-16       4.269030785951e-12       7.115783455098e-13      -4.696733021612e-15 
  139       5.396322713374e-10       1.510621273900e-13      -5.947306643634e-12       8.608002532500e-16       4.183687664630e-12       7.005149929287e-13      -4.627961557679e-15 
  140       5.442468731159e-10       1.511035162068e-13      -5.984299104916e-12       8.740262258807e-16       4.100630260355e-12       6.897025974515e-13      -4.559895940737e-15 
  141       5.488497301607e-10       1.510790557335e-13      -6.018596191065e-12       8.873803304756e-16       4.019730468114e-12       6.791340569653e-13      -4.492575878965e-15 
  142       5.534392521896e-10       1.509889562293e-13      -6.050139631210e-12       9.008634078053e-16       3.940844407211e-12       6.688007961435e-13      -4.426038151650e-15 
  143       5.580137722859e-10       1.508335130902e-13      -6.078872153195e-12       9.144763034730e-16       3.863812078495e-12       6.586927320339e-13      -4.360316513167e-15 
  144       5.625716817169e-10       1.506131201687e-13      -6.104738056061e-12       9.282198172962e-16       3.788490936338e-12       6.488004286292e-13      -4.295432628452e-15 
  145       5.671118526986e-10       1.503283076197e-13      -6.127684911828e-12       9.420945459945e-16       3.714861058466e-12       6.391218726242e-13      -4.231368074977e-15 
  146       5.716332545030e-10       1.499797110398e-13      -6.147662103676e-12       9.561010247697e-16       3.642929741128e-12       6.296563033514e-13      -4.168089385158e-15 
  147       5.761348200166e-10       1.495680619394e-13      -6.164620346359e-12       9.702397760847e-16       3.572698368798e-12       6.204020621422e-13      -4.105556620747e-15 
  148       5.806154449455e-10       1.490941895113e-13      -6.178511726845e-12       9.845113092942e-16       3.504162266299e-12       6.113565704950e-13      -4.043723225260e-15 
  149       5.850739870209e-10       1.485590224012e-13      -6.189289744954e-12       9.989161202743e-16       3.437310550946e-12       6.025163082430e-13      -3.982535876416e-15 
  150       5.895092652045e-10       1.479635904765e-13      -6.196909353991e-12       1.013454691052e-15       3.372125984672e-12       5.938767917228e-13      -3.921934338568e-15 
  151       5.939200588936e-10       1.473090265959e-13      -6.201327001387e-12       1.028127489438e-15       3.308584826164e-12       5.854325519425e-13      -3.861851315139e-15 
  152       5.983051071266e-10       1.465965683793e-13      -6.202500669334e-12       1.042934968651e-15       3.246656682995e-12       5.771771127495e-13      -3.802212301051e-15 
  153       6.026631077881e-10       1.458275599768e-13      -6.200389915427e-12       1.057877566954e-15       3.186304363757e-12       5.691029689989e-13      -3.742935435166e-15 
  154       6.069927168145e-10       1.450034538386e-13      -6.194955913294e-12       1.072955707282e-15       3.127483730194e-12       5.612015647217e-13      -3.683931352713e-15 
  155       6.112925473991e-10       1.441258124841e-13      -6.186161493241e-12       1.088169796868e-15       3.070143549335e-12       5.534632712928e-13      -3.625103037726e-15 
  156       6.155611691977e-10       1.431963102719e-13      -6.173971182882e-12       1.103520226881e-15       3.014225345625e-12       5.458773655990e-13      -3.566345675477e-15 
  157       6.197971075335e-10       1.422167351688e-13      -6.158351247782e-12       1.119007372048e-15       2.959663253061e-12       5.384320082076e-13      -3.507546504907e-15 
  158       6.239988426027e-10       1.411889905197e-13      -6.139269732093e-12       1.134631590291e-15       2.906383867324e-12       5.311142215340e-13      -3.448584671066e-15 
  159       6.281648086798e-10       1.401150968169e-13      -6.116696499189e-12       1.150393222351e-15       2.854306097909e-12       5.239098680104e-13      -3.389331077540e-15 
  160       6.322933933228e-10       1.389971934695e-13      -6.090603272306e-12       1.166292591421e-15       2.803341020263e-12       5.168036282533e-13      -3.329648238888e-15 
  161       6.363830467280e-10       1.378374911465e-13      -6.060963517719e-12       1.182329966022e-15       2.753410112064e-12       5.097823682755e-13      -3.269425164381e-15 
  162       6.404326223287e-10       1.366381203544e-13      -6.027751997357e-12       1.198505445712e-15       2.704502084813e-12       5.028456215828e-13      -3.208685785722e-15 
  163       6.444410649382e-10       1.354012727880e-13      -5.990945254103e-12       1.214819064514e-15       2.656620818812e-12       4.959959966283e-13      -3.147489880494e-15 
  164       6.484073030235e-10       1.341292510829e-13      -5.950521805295e-12       1.231270826227e-15       2.609767368251e-12       4.892358649498e-13      -3.085898916748e-15 
  165       6.523302484176e-10       1.328244703577e-13      -5.906462182633e-12       1.247860703890e-15       2.563939897921e-12       4.825673549305e-13      -3.023976066611e-15 
