# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 5000, i.e. number of multipoles equal to 4999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   81       2.883334081688e-10       6.489391527728e-14      -1.514297319327e-12       0.000000000000e+00       1.738454465059e-11       2.166205748713e-12      -8.269546919293e-15 
   82       2.919595637259e-10       6.691836457822e-14      -1.590499542842e-12       0.000000000000e+00       1.686693311140e-11       2.111975726387e-12      -8.172942792709e-15 
   83       2.956180857923e-10       6.895675584969e-14      -1.667893336090e-12       0.000000000000e+00       1.636875535806e-11       2.059675077416e-12      -8.090477091281e-15 
   84       2.993084738399e-10       7.100723077113e-14      -1.746428681273e-12       0.000000000000e+00       1.588809203812e-11       2.009119535657e-12      -8.022023969799e-15 
   85       3.030311092000e-10       7.306814187555e-14      -1.826055697498e-12       0.000000000000e+00       1.542463798728e-11       1.960282230569e-12      -7.966233549772e-15 
   86       3.067864361091e-10       7.513786437587e-14      -1.906723221309e-12       0.000000000000e+00       1.497836792070e-11       1.913162357100e-12      -7.921242885496e-15 
   87       3.105746622339e-10       7.721472915929e-14      -1.988378304857e-12       0.000000000000e+00       1.454905576133e-11       1.867737819879e-12      -7.884923621781e-15 
   88       3.143957466406e-10       7.929702282784e-14      -2.070966221831e-12       0.000000000000e+00       1.413626631402e-11       1.823964343194e-12      -7.854873287709e-15 
   89       3.182493877648e-10       8.138298773903e-14      -2.154430473391e-12       0.000000000000e+00       1.373934693962e-11       1.781774580976e-12      -7.828406590399e-15 
   90       3.221350113812e-10       8.347082204638e-14      -2.238712794099e-12       0.000000000000e+00       1.335741922908e-11       1.741077226778e-12      -7.802546708767e-15 
   91       3.260517585737e-10       8.555867974007e-14      -2.323753157853e-12       0.000000000000e+00       1.298937067756e-11       1.701756123755e-12      -7.774016587289e-15 
   92       3.299984737045e-10       8.764467068750e-14      -2.409489783815e-12       0.000000000000e+00       1.263384635857e-11       1.663669374646e-12      -7.739230229763e-15 
   93       3.339740562726e-10       8.972688856456e-14      -2.495860004513e-12       0.000000000000e+00       1.228957058238e-11       1.626683920527e-12      -7.695117962527e-15 
   94       3.379786031536e-10       9.180349936651e-14      -2.582803006601e-12       0.000000000000e+00       1.195638529482e-11       1.590787159261e-12      -7.641763115191e-15 
   95       3.420124167092e-10       9.387266634614e-14      -2.670257515195e-12       0.000000000000e+00       1.163435318670e-11       1.555990547029e-12      -7.580147645112e-15 
   96       3.460756492652e-10       9.593252372703e-14      -2.758160985960e-12       0.000000000000e+00       1.132343787959e-11       1.522295227604e-12      -7.511356206735e-15 
   97       3.501682960760e-10       9.798117712693e-14      -2.846449622883e-12       0.000000000000e+00       1.102350012956e-11       1.489691629205e-12      -7.436578893113e-15 
   98       3.542901882898e-10       1.000167039813e-13      -2.935058396032e-12       0.000000000000e+00       1.073429403094e-11       1.458159061352e-12      -7.357113977430e-15 
   99       3.584409859127e-10       1.020371539667e-13      -3.023921059332e-12       0.000000000000e+00       1.045546322005e-11       1.427665311724e-12      -7.274370654532e-15 
  100       3.626201707742e-10       1.040405494241e-13      -3.112970168322e-12       0.000000000000e+00       1.018653707896e-11       1.398166243008e-12      -7.189871782443e-15 
  101       3.668270394915e-10       1.060248857828e-13      -3.202137097930e-12       0.000000000000e+00       9.926926939239e-12       1.369605389757e-12      -7.105256623897e-15 
  102       3.710606964342e-10       1.079881319831e-13      -3.291352060233e-12       0.000000000000e+00       9.675922285681e-12       1.341913555245e-12      -7.022283587855e-15 
  103       3.753200466897e-10       1.099282309005e-13      -3.380544122228e-12       0.000000000000e+00       9.432686960080e-12       1.315008408318e-12      -6.942832971033e-15 
  104       3.796040270449e-10       1.118431508351e-13      -3.469641780152e-12       0.000000000000e+00       9.196448812871e-12       1.288813830477e-12      -6.868503571176e-15 
  105       3.839123496231e-10       1.137310469907e-13      -3.558574732523e-12       0.000000000000e+00       8.967106011826e-12       1.263321801896e-12      -6.799334562550e-15 
  106       3.882448460543e-10       1.155901227002e-13      -3.647272380849e-12       0.000000000000e+00       8.744695940812e-12       1.238538162641e-12      -6.734915271678e-15 
  107       3.926012340606e-10       1.174185812801e-13      -3.735663318058e-12       0.000000000000e+00       8.529207415442e-12       1.214463425107e-12      -6.674774187002e-15 
  108       3.969811130374e-10       1.192146270146e-13      -3.823675352375e-12       0.000000000000e+00       8.320579012632e-12       1.191092587911e-12      -6.618377237451e-15 
  109       4.013839596333e-10       1.209764661408e-13      -3.911235531212e-12       0.000000000000e+00       8.118697400140e-12       1.168414949779e-12      -6.565126071026e-15 
  110       4.058091233306e-10       1.227023078329e-13      -3.998270165046e-12       0.000000000000e+00       7.923395666120e-12       1.146413923438e-12      -6.514356333371e-15 
  111       4.102558220257e-10       1.243903651869e-13      -4.084704851303e-12       0.000000000000e+00       7.734451648669e-12       1.125066849504e-12      -6.465335946352e-15 
  112       4.147231376091e-10       1.260388562054e-13      -4.170464498240e-12       0.000000000000e+00       7.551586265375e-12       1.104344810373e-12      -6.417263386632e-15 
  113       4.192100115463e-10       1.276460047820e-13      -4.255473348829e-12       0.000000000000e+00       7.374461842868e-12       1.084212444114e-12      -6.369265964249e-15 
  114       4.237152404577e-10       1.292100416860e-13      -4.339655004640e-12       0.000000000000e+00       7.202680446365e-12       1.064627758352e-12      -6.320398101188e-15 
  115       4.282374716991e-10       1.307292055471e-13      -4.422932449720e-12       0.000000000000e+00       7.035782209219e-12       1.045541944166e-12      -6.269639609964e-15 
  116       4.327753938275e-10       1.322017918625e-13      -4.505229015770e-12       0.000000000000e+00       6.873346217002e-12       1.026910087061e-12      -6.216113023823e-15 
  117       4.373283437183e-10       1.336263046736e-13      -4.586471359731e-12       0.000000000000e+00       6.715310646093e-12       1.008725175175e-12      -6.159769244232e-15 
  118       4.418957653061e-10       1.350013252653e-13      -4.666586894745e-12       0.000000000000e+00       6.561688592220e-12       9.909878955906e-13      -6.100782410649e-15 
  119       4.464770186370e-10       1.363254671870e-13      -4.745502913119e-12       0.000000000000e+00       6.412468243265e-12       9.736960184293e-13      -6.039338520933e-15 
  120       4.510713771718e-10       1.375973776621e-13      -4.823146618525e-12       0.000000000000e+00       6.267612115570e-12       9.568443070905e-13      -5.975635646716e-15 
  121       4.556780250898e-10       1.388157389972e-13      -4.899445158205e-12       0.000000000000e+00       6.127056290245e-12       9.404244284916e-13      -5.909884148776e-15 
  122       4.602960545922e-10       1.399792699911e-13      -4.974325655181e-12       0.000000000000e+00       5.990709649477e-12       9.244248633061e-13      -5.842306892409e-15 
  123       4.649244632052e-10       1.410867273441e-13      -5.047715240458e-12       0.000000000000e+00       5.858453112840e-12       9.088308162037e-13      -5.773139462798e-15 
  124       4.695621510840e-10       1.421369070673e-13      -5.119541085226e-12       0.000000000000e+00       5.730138873600e-12       8.936241260885e-13      -5.702630380391e-15 
  125       4.742079183161e-10       1.431286458918e-13      -5.189730433072e-12       0.000000000000e+00       5.605589635025e-12       8.787831763389e-13      -5.631041316271e-15 
  126       4.788604622243e-10       1.440608226780e-13      -5.258210632177e-12       0.000000000000e+00       5.484597846694e-12       8.642828050466e-13      -5.558647307527e-15 
  127       4.835183746712e-10       1.449323598244e-13      -5.324909167530e-12       0.000000000000e+00       5.366924940804e-12       8.500942152553e-13      -5.485736972628e-15 
  128       4.881801393615e-10       1.457422246775e-13      -5.389753693126e-12       0.000000000000e+00       5.252300568478e-12       8.361848852004e-13      -5.412612726795e-15 
  129       4.928442851421e-10       1.464894713244e-13      -5.452672782984e-12       0.000000000000e+00       5.140480743644e-12       8.225261850632e-13      -5.339547507077e-15 
  130       4.975098706412e-10       1.471733681636e-13      -5.513598208915e-12       0.000000000000e+00       5.031431108412e-12       8.091173626022e-13      -5.266649122682e-15 
  131       5.021760479462e-10       1.477932870573e-13      -5.572462974656e-12       0.000000000000e+00       4.925162422501e-12       7.959640313945e-13      -5.193981361453e-15 
  132       5.068419098085e-10       1.483486658835e-13      -5.629200656432e-12       0.000000000000e+00       4.821673119014e-12       7.830706659085e-13      -5.121606051356e-15 
  133       5.115064880637e-10       1.488390102339e-13      -5.683745440315e-12       0.000000000000e+00       4.720948962268e-12       7.704405668886e-13      -5.049582964653e-15 
  134       5.161687520510e-10       1.492638951124e-13      -5.736032159566e-12       0.000000000000e+00       4.622962705625e-12       7.580758267392e-13      -4.977969722074e-15 
  135       5.208276070331e-10       1.496229666333e-13      -5.785996331988e-12       0.000000000000e+00       4.527673749317e-12       7.459772949086e-13      -4.906821696988e-15 
  136       5.254818926158e-10       1.499159437190e-13      -5.833574197272e-12       0.000000000000e+00       4.435027798281e-12       7.341445432735e-13      -4.836191919576e-15 
  137       5.301303811677e-10       1.501426197988e-13      -5.878702754348e-12       0.000000000000e+00       4.344956519981e-12       7.225758315231e-13      -4.766130981001e-15 
  138       5.347717762402e-10       1.503028645068e-13      -5.921319798731e-12       0.000000000000e+00       4.257377202246e-12       7.112680725432e-13      -4.696686937582e-15 
  139       5.394047109867e-10       1.503966253801e-13      -5.961363959875e-12       0.000000000000e+00       4.172192411092e-12       7.002167978001e-13      -4.627905214962e-15 
  140       5.440277465830e-10       1.504239295571e-13      -5.998774738515e-12       0.000000000000e+00       4.089289648556e-12       6.894161227253e-13      -4.559828512285e-15 
  141       5.486393706464e-10       1.503848854754e-13      -6.033492544022e-12       0.000000000000e+00       4.008541010523e-12       6.788587120992e-13      -4.492496706362e-15 
  142       5.532379956557e-10       1.502796845704e-13      -6.065458731747e-12       0.000000000000e+00       3.929802844555e-12       6.685357454356e-13      -4.425946755846e-15 
  143       5.578219573710e-10       1.501086029732e-13      -6.094615640372e-12       0.000000000000e+00       3.852915407723e-12       6.584368823655e-13      -4.360212605405e-15 
  144       5.623896490696e-10       1.498720158969e-13      -6.120907175329e-12       0.000000000000e+00       3.777736382267e-12       6.485524743403e-13      -4.295316107143e-15 
  145       5.669399425052e-10       1.495704388087e-13      -6.144280545020e-12       0.000000000000e+00       3.704245868903e-12       6.388805185624e-13      -4.231238978451e-15 
  146       5.714718056389e-10       1.492044935637e-13      -6.164684767558e-12       0.000000000000e+00       3.632451142190e-12       6.294203270074e-13      -4.167947884543e-15 
  147       5.759841697567e-10       1.487748978372e-13      -6.182070180201e-12       0.000000000000e+00       3.562353575873e-12       6.201703201514e-13      -4.105403026808e-15 
  148       5.804759286700e-10       1.482824668954e-13      -6.196388479835e-12       0.000000000000e+00       3.493948495302e-12       6.111280052658e-13      -4.043557995359e-15 
  149       5.849459379154e-10       1.477281153668e-13      -6.207592763462e-12       0.000000000000e+00       3.427225029842e-12       6.022899547101e-13      -3.982359621578e-15 
  150       5.893930139555e-10       1.471128590133e-13      -6.215637568688e-12       0.000000000000e+00       3.362165965292e-12       5.936517842273e-13      -3.921747830663e-15 
  151       5.938159333791e-10       1.464378165009e-13      -6.220478914210e-12       0.000000000000e+00       3.298747596296e-12       5.852081312370e-13      -3.861655494173e-15 
  152       5.982134321010e-10       1.457042111716e-13      -6.222074340305e-12       0.000000000000e+00       3.236939578760e-12       5.769526331296e-13      -3.802008282581e-15 
  153       6.025842045628e-10       1.449133728136e-13      -6.220382949311e-12       0.000000000000e+00       3.176704782266e-12       5.688779055606e-13      -3.742724517813e-15 
  154       6.069269029331e-10       1.440667394332e-13      -6.215365446123e-12       0.000000000000e+00       3.117999142484e-12       5.609755207446e-13      -3.683715025798e-15 
