# dimensionless DLM: total delensed [l(l+1)/2pi] C_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  120       4.714530927560e-10       1.438787992188e-13      -5.034825592613e-12       1.569523349271e-16       6.524222395350e-12       9.986411065223e-13       2.310929773694e+03 
  121       4.762634753064e-10       1.451549561149e-13      -5.114515717512e-12       1.595633927513e-16       6.377239155000e-12       9.813629854359e-13       2.349445269923e+03 
  122       4.810857286526e-10       1.463739181201e-13      -5.192726795849e-12       1.621957860137e-16       6.234665781076e-12       9.645137369063e-13       2.388279076037e+03 
  123       4.859188173809e-10       1.475343862002e-13      -5.269382520150e-12       1.648495020108e-16       6.096377330633e-12       9.480863514562e-13       2.427431192038e+03 
  124       4.907616049370e-10       1.486351022754e-13      -5.344406608580e-12       1.675245276384e-16       5.962218790522e-12       9.320708713112e-13       2.466901617924e+03 
  125       4.956128508181e-10       1.496748506904e-13      -5.417722838230e-12       1.702208493849e-16       5.832004278232e-12       9.164543081807e-13       2.506690353697e+03 
  126       5.004712077657e-10       1.506524596833e-13      -5.489255078411e-12       1.729384533256e-16       5.705516242731e-12       9.012205610405e-13       2.546797399357e+03 
  127       5.053352189575e-10       1.515668028550e-13      -5.558927323949e-12       1.756773251167e-16       5.582504665310e-12       8.863503339146e-13       2.587222754902e+03 
  128       5.102033152005e-10       1.524168006391e-13      -5.626663728476e-12       1.784374499888e-16       5.462686260427e-12       8.718210536570e-13       2.627966420333e+03 
  129       5.150739735098e-10       1.532014643046e-13      -5.692389447722e-12       1.812188118369e-16       5.345805360228e-12       8.576118207040e-13       2.669028395651e+03 
  130       5.199462184808e-10       1.539200303027e-13      -5.756033203283e-12       1.840213903897e-16       5.231825817127e-12       8.437190500103e-13       2.710408680855e+03 
  131       5.248191708685e-10       1.545718435036e-13      -5.817525064326e-12       1.868451637169e-16       5.120758740930e-12       8.301423985553e-13       2.752107275945e+03 
  132       5.296918894944e-10       1.551563177401e-13      -5.876795701507e-12       1.896901090928e-16       5.012602347988e-12       8.168798404287e-13       2.794124180921e+03 
  133       5.345633695933e-10       1.556729375818e-13      -5.933776426059e-12       1.925562029841e-16       4.907341603428e-12       8.039276206273e-13       2.836459395784e+03 
