# dimensionless DLM: total delensed [l(l+1)/2pi] C_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  157       6.486359909324e-10       1.483241755628e-13      -6.475435014052e-12       2.658687333239e-16       3.144770401740e-12       5.631238156384e-13       4.123910112852e+06 
  158       6.530534933814e-10       1.472331862630e-13      -6.456399559599e-12       2.692284843686e-16       3.088066809672e-12       5.553092151972e-13       4.177686126019e+06 
  159       6.574340857799e-10       1.460928885686e-13      -6.433713140273e-12       2.726081040409e-16       3.032639909862e-12       5.476219541160e-13       4.231818134703e+06 
  160       6.617760707385e-10       1.449054845766e-13      -6.407345361843e-12       2.760075290370e-16       2.978395181232e-12       5.400494281140e-13       4.286306260039e+06 
  161       6.660778173801e-10       1.436732519108e-13      -6.377267651226e-12       2.794266938058e-16       2.925249162050e-12       5.325807768713e-13       4.341150623491e+06 
  162       6.703381230834e-10       1.423983903139e-13      -6.343452865872e-12       2.828655285085e-16       2.873189867940e-12       5.252156908226e-13       4.396351340338e+06 
  163       6.745558822661e-10       1.410831649551e-13      -6.305875730301e-12       2.863239608432e-16       2.822221441252e-12       5.179563475722e-13       4.451908525794e+06 
  164       6.787299719733e-10       1.397299569069e-13      -6.264513013839e-12       2.898019166590e-16       2.772345020561e-12       5.108046264860e-13       4.507822297176e+06 
  165       6.828592515715e-10       1.383412647603e-13      -6.219343572167e-12       2.932993199355e-16       2.723558673396e-12       5.037621012705e-13       4.564092773993e+06 
  166       6.869425624441e-10       1.369197062418e-13      -6.170348388865e-12       2.968160927607e-16       2.675857328973e-12       4.968300325527e-13       4.620720078031e+06 
